"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"11","season",1757.25350285139,-2.65820422333204,-5.29314532141956e-07,-0.0268505477104249,-5.02589879477811e-07,-2.65820422333204,-5.29314532141956e-07,-0.0268505477104249,-5.02589879477811e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"12","trend",2780.77867671273,417116.80150691,0.0830583228708535,4171.1680150691,0.0780761291197549,417116.80150691,0.0830583228708535,4171.1680150691,0.0780761291197549,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"13","tv",345.86706134112,13286.9066331127,0.00264575336476748,132.869066331127,0.0024870497523506,13286.9066331127,0.00264575336476748,132.869066331127,0.0024870497523506,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.0182764245525264,0.0182764245525264,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,132.869066331127,53067.0798388155,6620.75118732955,0.00286070116172413,0.00286070116172413,349.564649876712,349.564649876712,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0356919141058293
"14","paid_search",6902.47188195494,392469.984121184,0.0781505289177761,3924.69984121184,0.0734627256566314,392469.984121184,0.0781505289177761,3924.69984121184,0.0734627256566314,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.53985086611854,0.53985086611854,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,3924.69984121184,51055.5166276665,20926.6111130388,0.130263604806566,0.130263604806566,7.67674133910957,7.67674133910957,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.736124294388986
"15","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,0,44828.7540486552,28343.2943954602,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"16","display",4556.04718645702,321240.153712806,0.063966899222876,3212.40153712806,0.0601298907862753,321240.153712806,0.063966899222876,3212.40153712806,0.0601298907862753,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.441872709328934,0.441872709328934,1,0.0337766581475366,NA,NA,0.19978409932548,NA,NA,0.19978409932548,0.79952959543055,0,146.867031410299,0.001707469202,81263.2971590817,1e-04,"1_234_1",1,234,1,234,1,3212.40153712806,8370.08019927664,138.756183062287,0.390265470147957,0.390265470147957,2.56235838548791,2.56235838548791,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.00813891839881451
"17","(Intercept)",34931.7883161605,3493178.83161605,0.695578730451092,34931.7883161605,0.652587431026678,3493178.83161605,0.695578730451092,34931.7883161605,0.652587431026678,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"18","competitors",-3294.89777527837,-330838.791664611,-0.0658782266190423,0,0,-330838.791664611,-0.0658782266190423,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"19","season",1634.55174419497,-2.47259279473491,-4.92354683223749e-07,-0.0249756847953026,-4.66589853092584e-07,-2.47259279473491,-4.92354683223749e-07,-0.0249756847953026,-4.66589853092584e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"20","trend",2604.99123822231,390748.685733346,0.0778077756248432,3907.48685733346,0.0729987479289187,390748.685733346,0.0778077756248432,3907.48685733346,0.0729987479289187,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"21","tv",436.755779438612,15187.3106513635,0.00302417104049454,151.873106513635,0.00283725755820874,15187.3106513635,0.00302417104049454,151.873106513635,0.00283725755820874,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.0103393215516179,0.0103393215516179,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,151.873106513635,54605.755769649,8159.42711816303,0.00326986246110491,0.00326986246110491,305.823260731919,305.823260731919,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0597667384793936
"22","paid_search",4630.94278063106,317067.196705168,0.0631359597612803,3170.67196705168,0.059233745918737,317067.196705168,0.0631359597612803,3170.67196705168,0.059233745918737,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.215855181701343,0.215855181701343,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,3170.67196705168,45777.6776825011,15648.7721678734,0.105236878435969,0.105236878435969,9.50237231341335,9.50237231341335,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.638671912738208
"23","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,0,77803.6414469114,61318.1817937164,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"24","display",12189.5999623062,1136634.00486766,0.226332082096016,11366.3400486766,0.212343284157311,1136634.00486766,0.226332082096016,11366.3400486766,0.212343284157311,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.77380549674704,0.77380549674704,1,0.0301200638417417,NA,NA,0.2001617757465,NA,NA,0.2001617757465,1.05596723280907,0,269.516525259673,0.003216905372,81263.2971590817,1e-04,"1_240_1",1,240,1,240,6,11366.3400486766,9334.87448797364,1103.55047175929,1.38086412663221,1.38086412663221,0.724184212416972,0.724184212416972,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.358051338894212
"25","(Intercept)",43861.6464180664,4386164.64180664,0.873394400963401,43861.6464180664,0.820202042905525,4386164.64180664,0.873394400963401,43861.6464180664,0.820202042905525,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"26","competitors",-3243.60886576211,-325688.901741631,-0.0648527555317426,0,0,-325688.901741631,-0.0648527555317426,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"27","season",1810.15196242107,-2.73822392931533,-5.45248444541504e-07,-0.0276588275688412,-5.17213299749529e-07,-2.73822392931533,-5.45248444541504e-07,-0.0276588275688412,-5.17213299749529e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"28","trend",2906.14932493785,435922.398740678,0.0868029847046101,4359.22398740678,0.0815164206531267,435922.398740678,0.0868029847046101,4359.22398740678,0.0815164206531267,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"29","tv",859.682277394072,59168.8593435395,0.0117819905731474,591.688593435395,0.0110644317469057,59168.8593435395,0.0117819905731474,591.688593435395,0.0110644317469057,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.112578353173052,0.112578353173052,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,591.688593435395,52223.0554516063,5776.72680012032,0.0127391897403814,0.0127391897403814,78.4979280770221,78.497928077022,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0966173981912417
"30","paid_search",2540.97400957493,159552.149897548,0.0317707988099584,1595.52149897548,0.0298358611641252,159552.149897548,0.0317707988099584,1595.52149897548,0.0298358611641252,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.303573847459121,0.303573847459121,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,1595.52149897548,52031.6159346029,21902.7104199752,0.0529565037867324,0.0529565037867324,18.8834218366685,18.8834218366685,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.464466192236992
"31","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,0,31290.5843577169,14805.124704522,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"32","display",4411.73176152042,306858.355493331,0.0611031257290699,3068.58355493331,0.0573817607436167,306858.355493331,0.0611031257290699,3068.58355493331,0.0573817607436167,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.583847799367827,0.583847799367827,1,0.0249442849137311,NA,NA,0.200695148275406,NA,NA,0.200695148275406,0.789388179288607,0,125.543956525342,0.001445048058,81263.2971590817,1e-04,"1_262_1",1,262,1,262,6,3068.58355493331,9763.22838054409,1531.90436432974,0.372793435040184,0.372793435040184,2.68245067108601,2.68245067108601,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.197521970200777
"33","(Intercept)",41642.1164284585,4164211.64284585,0.82919804209404,41642.1164284585,0.782461524482205,4164211.64284585,0.82919804209404,41642.1164284585,0.782461524482205,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"34","competitors",-2987.40040719743,-299963.157689183,-0.0597301204619449,0,0,-299963.157689183,-0.0597301204619449,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"35","season",1471.12322008684,-2.22537382929131,-4.43127242426755e-07,-0.0224785235281947,-4.22374780546941e-07,-2.22537382929131,-4.43127242426755e-07,-0.0224785235281947,-4.22374780546941e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"36","trend",2077.5691463987,311635.371959805,0.0620543484431835,3116.35371959805,0.0585567471444857,311635.371959805,0.0620543484431835,3116.35371959805,0.0585567471444857,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"37","tv",4453.35161276321,436961.829587888,0.087009961221973,4369.61829587888,0.0821057738281071,436961.829587888,0.087009961221973,4369.61829587888,0.0821057738281071,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.516446490639097,0.516446490639097,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,4369.61829587888,54485.2407143454,8038.91206285942,0.0940788738904788,0.0940788738904788,10.6293789311737,10.6293789311737,3,FALSE,0.03559881205344,0.0048137479411895,0,0.0949683114842912,0.745358668906724
"38","paid_search",4371.41540084066,271663.031404657,0.0540948619019103,2716.63031404657,0.0510458852550241,271663.031404657,0.0540948619019103,2716.63031404657,0.0510458852550241,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.321079347680402,0.321079347680402,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,2716.63031404657,67494.4759929519,37365.5704783243,0.0901669100700534,0.0901669100700534,11.0905430742062,11.0905430742062,3,FALSE,0.050863949674026,0.0030520423666056,0.0133192347870684,0.0886217523500738,0.788446438202083
"39","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,0,22350.2602671259,5864.80061393089,0,0,Inf,Inf,3,FALSE,0,0,0,0,NA
"40","display",2093.61386013795,137468.272580988,0.0273733499280801,1374.68272580988,0.025830491664959,137468.272580988,0.0273733499280801,1374.68272580988,0.025830491664959,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.162474161680501,0.162474161680501,1,0.00065649832881487,NA,NA,0.203179344104124,NA,NA,0.203179344104124,0.240426647632106,0,505.044199529562,0.006115523046,81263.2971590817,1e-04,"1_273_1",1,273,1,273,1,1374.68272580988,18046.9420238704,9815.61800765604,0.16700627057105,0.16700627057105,5.9877991202406,5.9877991202406,3,FALSE,0.11716472045816,0.00898151402797058,0.00659233408612599,0.228191688418101,0.686489273970579
"41","(Intercept)",32025.6525492452,3202565.25492452,0.63771034395528,32025.6525492452,0.599960021205826,3202565.25492452,0.63771034395528,32025.6525492452,0.599960021205826,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"42","competitors",-3147.01225198611,-315989.691277401,-0.0629214016485618,0,0,-315989.691277401,-0.0629214016485618,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"43","season",1488.91409646794,-2.25228615734044,-4.48486155863557e-07,-0.0227503652256607,-4.26199265799172e-07,-2.25228615734044,-4.48486155863557e-07,-0.0227503652256607,-4.26199265799172e-07,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"44","trend",2251.16453910847,337674.680866271,0.0672394220692606,3376.74680866271,0.0632590728265967,337674.680866271,0.0672394220692606,3376.74680866271,0.0632590728265967,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"45","tv",168.615372162569,8217.88167986934,0.00163638450289026,82.1788167986934,0.00153951600497133,8217.88167986934,0.00163638450289026,82.1788167986934,0.00153951600497133,TRUE,0.458538882371808,0.458538882371808,46446.328651486,4644632.8651486,NA,NA,0.00457126288760162,0.00457126288760162,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,82.1788167986934,52085.4125141497,5639.08386266375,0.00176932858171265,0.00176932858171265,565.18614480982,565.18614480982,4,FALSE,0.013277257972778,0.00476704806588681,0,0.0605151866945884,0.0204580763767666
"46","paid_search",5402.91167042276,331208.673584272,0.065951879302886,3312.08673584272,0.0620477482922847,331208.673584272,0.065951879302886,3312.08673584272,0.0620477482922847,TRUE,0.297445999778094,0.297445999778094,30128.9055146277,3012890.55146277,NA,NA,0.184237492895081,0.184237492895081,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,3312.08673584272,47201.6758116774,17072.7702970497,0.109930536117042,0.109930536117042,9.09665353524076,9.09665353524076,4,FALSE,0.133923584831066,0.0164877332129478,0,0.298121680466299,0.66060682532927
"47","social",0,0,0,0,0,0,0,0,0,TRUE,0.162751814066573,0.162751814066573,16485.459653195,1648545.9653195,NA,NA,0,0,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,0,51955.4399263695,35469.9802731745,0,0,Inf,Inf,4,FALSE,0,0,0,0,NA
"48","display",15560.7280834144,1458300.21782481,0.290383820304401,14583.0021782481,0.273194067869588,1458300.21782481,0.290383820304401,14583.0021782481,0.273194067869588,TRUE,0.0812633037835251,0.0812633037835251,8231.32401621435,823132.401621435,NA,NA,0.811191244217318,0.811191244217318,1,0.0320408401679435,NA,NA,0.199963474633986,NA,NA,0.199963474633986,1.10268544130534,0,418.09024539714,0.005045388638,81263.2971590817,1e-04,"1_298_1",1,298,1,298,4,14583.0021782481,8928.9543914625,697.630375248147,1.77164720396403,1.77164720396403,0.564446464150718,0.564446464150718,4,FALSE,0.658697401025889,0.107624153991352,0,1.73529762260276,0.35428494075605
