"","ds","tv","paid_search","social","display","type","solID","cluster","top_sol"
"93",2021-10-10,48114.7028741046,58874.6653159217,56917.2876781517,7858.32847145997,"adstockedMedia","1_234_1",4,FALSE
"94",2021-10-17,49220.3337772787,43498.6641326855,51634.0523649103,15079.4306375911,"adstockedMedia","1_234_1",4,FALSE
"95",2021-10-24,46118.4873422674,56815.9492630687,50097.6024895808,12727.942556813,"adstockedMedia","1_234_1",4,FALSE
"96",2021-10-31,31169.4662692089,53097.5625402957,41468.3148213861,8534.18617764679,"adstockedMedia","1_234_1",4,FALSE
"97",2021-11-07,69331.66935656,70541.9092011298,50372.7875220907,9146.87967729796,"adstockedMedia","1_234_1",4,FALSE
"98",2021-11-14,64871.5941306031,75414.6858014396,44689.8517018314,6586.61762677749,"adstockedMedia","1_234_1",4,FALSE
"99",2021-11-21,36858.234702467,63199.683962413,37586.1506257552,2786.44847279073,"adstockedMedia","1_234_1",4,FALSE
"100",2021-11-28,26572.6957618359,39128.280754295,29743.0597365912,8010.03954198244,"adstockedMedia","1_234_1",4,FALSE
"101",2020-01-05,189.179481320188,3329.65371220685,0,2214.50580579742,"decompMedia","1_234_1",4,FALSE
"102",2020-01-12,157.440912889176,3685.26096582373,0,2474.72142374332,"decompMedia","1_234_1",4,FALSE
"103",2020-01-19,200.973954303483,3311.68011704302,0,3565.12312199291,"decompMedia","1_234_1",4,FALSE
"104",2020-01-26,147.026731073516,3534.79583801121,0,3937.76185654477,"decompMedia","1_234_1",4,FALSE
"105",2020-02-02,84.7950964334701,4141.2336427069,0,2184.6714935777,"decompMedia","1_234_1",4,FALSE
"106",2020-02-09,131.473087879008,4346.12456514408,0,3997.88993903248,"decompMedia","1_234_1",4,FALSE
"107",2020-02-16,212.197931283621,4058.62101687862,0,3676.24456216378,"decompMedia","1_234_1",4,FALSE
"108",2020-02-23,156.016082435987,3665.28392907603,0,2348.54674456453,"decompMedia","1_234_1",4,FALSE
"109",2020-03-01,104.794252721478,3658.69771513121,0,4005.0228127017,"decompMedia","1_234_1",4,FALSE
"110",2020-03-08,99.2431967483487,3640.44480089202,0,2880.69256931351,"decompMedia","1_234_1",4,FALSE
"111",2020-03-15,150.464501008541,3361.44487374501,0,2340.70820700747,"decompMedia","1_234_1",4,FALSE
"112",2020-03-22,173.028768568302,4178.31987201966,0,3893.46294613888,"decompMedia","1_234_1",4,FALSE
"113",2020-03-29,123.413045092487,4058.0381879413,0,2777.84978256647,"decompMedia","1_234_1",4,FALSE
"114",2020-04-05,62.3154185353073,3584.65100195285,0,3032.16187965412,"decompMedia","1_234_1",4,FALSE
"115",2020-04-12,130.520601388825,3485.58370706031,0,3567.25056739626,"decompMedia","1_234_1",4,FALSE
"116",2020-04-19,196.920067472892,4168.49228707011,0,3142.05678270286,"decompMedia","1_234_1",4,FALSE
"117",2020-04-26,167.685534086826,3875.70731371353,0,2369.73845871086,"decompMedia","1_234_1",4,FALSE
"118",2020-05-03,125.727628230454,4063.14289454902,0,2884.19230028563,"decompMedia","1_234_1",4,FALSE
"119",2020-05-10,154.246893946197,4302.32866947554,0,3177.86121047707,"decompMedia","1_234_1",4,FALSE
"120",2020-05-17,205.547994601055,4436.13123134914,0,3667.29709113581,"decompMedia","1_234_1",4,FALSE
"121",2020-05-24,155.700391525512,4138.93316996151,0,3936.48246900486,"decompMedia","1_234_1",4,FALSE
"122",2020-05-31,88.8260735557265,3950.83534987374,0,4033.59477814603,"decompMedia","1_234_1",4,FALSE
"123",2020-06-07,149.525485936347,3580.9442374089,0,3962.63417652006,"decompMedia","1_234_1",4,FALSE
"124",2020-06-14,212.932396159125,3574.29444401846,0,2259.20301377111,"decompMedia","1_234_1",4,FALSE
"125",2020-06-21,126.421256213146,3886.79565890601,0,3761.20683009031,"decompMedia","1_234_1",4,FALSE
"126",2020-06-28,194.247731442397,4271.06227703819,0,3820.62773704524,"decompMedia","1_234_1",4,FALSE
"127",2020-07-05,121.526237605813,3988.69719949197,0,1572.86922977605,"decompMedia","1_234_1",4,FALSE
"128",2020-07-12,86.7260369953634,4239.87851394826,0,4016.17341097244,"decompMedia","1_234_1",4,FALSE
"129",2020-07-19,55.2843133750932,4250.66182203821,0,3511.50050723143,"decompMedia","1_234_1",4,FALSE
"130",2020-07-26,90.2512613391748,4273.68904057813,0,2906.41841269129,"decompMedia","1_234_1",4,FALSE
"131",2020-08-02,115.15296492489,4388.41484107307,0,3971.71644862214,"decompMedia","1_234_1",4,FALSE
"132",2020-08-09,80.6228123118464,3715.2786312214,0,2780.10555624273,"decompMedia","1_234_1",4,FALSE
"133",2020-08-16,104.929993230371,3477.11644931811,0,3916.68698654817,"decompMedia","1_234_1",4,FALSE
"134",2020-08-23,51.6263535512077,3680.44649685928,0,3771.67044186957,"decompMedia","1_234_1",4,FALSE
"135",2020-08-30,209.648921307154,4018.57794453992,0,3387.39687903278,"decompMedia","1_234_1",4,FALSE
"136",2020-09-06,201.015424866439,3972.28560161712,0,2009.81854743711,"decompMedia","1_234_1",4,FALSE
"137",2020-09-13,79.8590764413875,3999.57858354475,0,1246.14097530375,"decompMedia","1_234_1",4,FALSE
"138",2020-09-20,196.702643037311,3807.42675629512,0,3580.48578175935,"decompMedia","1_234_1",4,FALSE
"139",2020-09-27,164.553580506076,4165.40762292218,0,3583.94471390741,"decompMedia","1_234_1",4,FALSE
"140",2020-10-04,137.577899329479,3869.50684842403,0,2685.33455544992,"decompMedia","1_234_1",4,FALSE
"141",2020-10-11,65.5401744845332,3841.49018830379,0,3842.04972292814,"decompMedia","1_234_1",4,FALSE
"142",2020-10-18,150.146237227982,3448.43074877075,0,4050.57229094454,"decompMedia","1_234_1",4,FALSE
"143",2020-10-25,67.9459822285034,4058.89626815102,0,3586.31300338729,"decompMedia","1_234_1",4,FALSE
"144",2020-11-01,85.0581531322061,3879.51658211097,0,2496.26641097795,"decompMedia","1_234_1",4,FALSE
"145",2020-11-08,150.233338133759,3398.2506071468,0,3638.03306494011,"decompMedia","1_234_1",4,FALSE
"146",2020-11-15,146.191728539066,3121.56957037757,0,3891.13559098936,"decompMedia","1_234_1",4,FALSE
"147",2020-11-22,84.989269748364,4116.48903830563,0,3795.76353883799,"decompMedia","1_234_1",4,FALSE
"148",2020-11-29,74.8994819607877,3920.93148274319,0,2748.58542820233,"decompMedia","1_234_1",4,FALSE
"149",2020-12-06,140.506208722351,4193.78737228025,0,3161.60864202845,"decompMedia","1_234_1",4,FALSE
"150",2020-12-13,209.877805559553,4351.72074766917,0,3086.24538989016,"decompMedia","1_234_1",4,FALSE
"151",2020-12-20,129.556178414004,4099.75229936667,0,4008.5381475437,"decompMedia","1_234_1",4,FALSE
"152",2020-12-27,88.4018087636158,4086.88366554679,0,2649.72166635245,"decompMedia","1_234_1",4,FALSE
"153",2021-01-03,99.1632631172825,3578.91988978834,0,3801.34640329949,"decompMedia","1_234_1",4,FALSE
"154",2021-01-10,148.558950814481,3415.8709766365,0,2305.24190101579,"decompMedia","1_234_1",4,FALSE
"155",2021-01-17,58.0872586557229,4002.16579747458,0,2057.95383740902,"decompMedia","1_234_1",4,FALSE
"156",2021-01-24,185.543526230817,3961.0714140059,0,1956.88100122383,"decompMedia","1_234_1",4,FALSE
"157",2021-01-31,81.5953815232628,4118.29913790579,0,4013.95211548264,"decompMedia","1_234_1",4,FALSE
"158",2021-02-07,148.210562222381,4351.14710217883,0,2972.1696097771,"decompMedia","1_234_1",4,FALSE
"159",2021-02-14,160.676071138655,4143.16076234845,0,3994.28851882334,"decompMedia","1_234_1",4,FALSE
"160",2021-02-21,169.567181034995,4019.77508186478,0,3909.12964675442,"decompMedia","1_234_1",4,FALSE
"161",2021-02-28,184.469723908042,4040.9496669062,0,3927.62114456785,"decompMedia","1_234_1",4,FALSE
"162",2021-03-07,83.981166507927,4122.4291585516,0,2671.9470336944,"decompMedia","1_234_1",4,FALSE
"163",2021-03-14,106.691989994272,3833.32084154143,0,1637.53903691003,"decompMedia","1_234_1",4,FALSE
"164",2021-03-21,207.864483401484,4285.50397262398,0,1539.54687208115,"decompMedia","1_234_1",4,FALSE
"165",2021-03-28,157.738554171141,4216.80274467522,0,2945.83842783352,"decompMedia","1_234_1",4,FALSE
"166",2021-04-04,81.8974481900258,4142.24866251826,0,3172.90301320697,"decompMedia","1_234_1",4,FALSE
"167",2021-04-11,196.779190925599,4135.04766272186,0,3865.93432479802,"decompMedia","1_234_1",4,FALSE
"168",2021-04-18,102.460233605123,4340.76703727685,0,2864.69020065954,"decompMedia","1_234_1",4,FALSE
"169",2021-04-25,205.146364077134,4053.88620391556,0,3563.85528911655,"decompMedia","1_234_1",4,FALSE
"170",2021-05-02,210.076320171817,3805.10913629789,0,3890.60841872024,"decompMedia","1_234_1",4,FALSE
"171",2021-05-09,91.6755433975278,3426.9351310608,0,3757.52228137804,"decompMedia","1_234_1",4,FALSE
"172",2021-05-16,186.618982320969,3568.3487416246,0,2651.44545420363,"decompMedia","1_234_1",4,FALSE
"173",2021-05-23,146.431412455285,4055.88866497165,0,4064.78048128892,"decompMedia","1_234_1",4,FALSE
"174",2021-05-30,80.3009520301277,3597.54193126293,0,1349.83933589913,"decompMedia","1_234_1",4,FALSE
"175",2021-06-06,198.646798794785,4024.08805575748,0,2613.62829646663,"decompMedia","1_234_1",4,FALSE
"176",2021-06-13,127.831747384417,4330.79709840984,0,3742.58152573614,"decompMedia","1_234_1",4,FALSE
"177",2021-06-20,113.756560661469,3880.80699164693,0,1442.36849788656,"decompMedia","1_234_1",4,FALSE
"178",2021-06-27,127.8253464728,3496.0419145308,0,1435.98696098598,"decompMedia","1_234_1",4,FALSE
"179",2021-07-04,142.942013184718,3198.96989453336,0,3702.4624082926,"decompMedia","1_234_1",4,FALSE
"180",2021-07-11,124.905299077463,4030.92140508063,0,3661.67881631912,"decompMedia","1_234_1",4,FALSE
"181",2021-07-18,140.263502035372,4062.59418057163,0,2830.26964949047,"decompMedia","1_234_1",4,FALSE
"182",2021-07-25,62.4386869416213,3982.59686342871,0,4017.96106307856,"decompMedia","1_234_1",4,FALSE
"183",2021-08-01,79.5732954269773,3847.96114932581,0,3805.01377109207,"decompMedia","1_234_1",4,FALSE
"184",2021-08-08,210.1018255478,3693.594442587,0,3767.73084259619,"decompMedia","1_234_1",4,FALSE
"185",2021-08-15,128.51346514007,3956.89963125947,0,2672.31624855373,"decompMedia","1_234_1",4,FALSE
"186",2021-08-22,84.7917414495775,4213.69346061009,0,3492.55259542478,"decompMedia","1_234_1",4,FALSE
"187",2021-08-29,139.667395671485,3693.70380786771,0,4063.57295632531,"decompMedia","1_234_1",4,FALSE
"188",2021-09-05,56.3085602783329,4239.53902940501,0,4072.52885255302,"decompMedia","1_234_1",4,FALSE
"189",2021-09-12,108.78782319598,3788.73034002572,0,3458.5026747183,"decompMedia","1_234_1",4,FALSE
"190",2021-09-19,54.4023448512262,3410.65309725944,0,3844.23270369533,"decompMedia","1_234_1",4,FALSE
"191",2021-09-26,194.293175588475,4100.08890705551,0,3095.84748050521,"decompMedia","1_234_1",4,FALSE
"192",2021-10-03,189.748016412497,4045.5233942365,0,3954.0465875605,"decompMedia","1_234_1",4,FALSE
"193",2021-10-10,122.251606577827,4127.43419541994,0,3416.03529493085,"decompMedia","1_234_1",4,FALSE
"194",2021-10-17,125.673555142464,3784.48001171537,0,4068.84854367751,"decompMedia","1_234_1",4,FALSE
"195",2021-10-24,115.985538295765,4087.67756457592,0,3940.11340618719,"decompMedia","1_234_1",4,FALSE
"196",2021-10-31,66.9979113425078,4011.59933239533,0,3523.31704383063,"decompMedia","1_234_1",4,FALSE
"197",2021-11-07,180.539573543358,4326.30220489637,0,3607.79739828612,"decompMedia","1_234_1",4,FALSE
"198",2021-11-14,169.656191693607,4398.31161057194,0,3162.79148636438,"decompMedia","1_234_1",4,FALSE
"199",2021-11-21,85.8214801562785,4206.05019430806,0,1684.78405415247,"decompMedia","1_234_1",4,FALSE
"200",2021-11-28,52.1602177639787,3662.54922391615,0,3441.54630200109,"decompMedia","1_234_1",4,FALSE
"201",2020-01-05,73107.0612231269,29350.7256638259,5567.50028161332,3774.56770674326,"adstockedMedia","1_273_1",3,FALSE
"202",2020-01-12,61868.1616179016,44179.1089180265,19298.2397053645,6372.8693898978,"adstockedMedia","1_273_1",3,FALSE
"203",2020-01-19,80290.6714479862,37095.3977892764,25853.9858363538,12249.3752863354,"adstockedMedia","1_273_1",3,FALSE
"204",2020-01-26,58474.5763725131,43823.0096859036,22282.8151410124,19262.5271376367,"adstockedMedia","1_273_1",3,FALSE
"205",2020-02-02,38144.3626278482,69618.2067684077,32854.0316568909,14063.9043101624,"adstockedMedia","1_273_1",3,FALSE
"206",2020-02-09,52196.1417914854,86115.3272174957,16357.9839858597,21327.5870567288,"adstockedMedia","1_273_1",3,FALSE
"207",2020-02-16,85804.5087395857,73794.1305945824,33817.9284315692,21176.3318151321,"adstockedMedia","1_273_1",3,FALSE
"208",2020-02-23,61799.7570788395,57577.8178573898,20536.496998179,15519.2321788177,"adstockedMedia","1_273_1",3,FALSE
"209",2020-03-01,44312.1745826185,54962.8592329765,12519.0987815973,22247.7284535624,"adstockedMedia","1_273_1",3,FALSE
"210",2020-03-08,42152.7252561651,52982.7739106557,17946.9457890718,17490.4120166275,"adstockedMedia","1_273_1",3,FALSE
"211",2020-03-15,58772.0448008367,43910.4553146493,12852.1095492744,13550.08121926,"adstockedMedia","1_273_1",3,FALSE
"212",2020-03-22,67708.2202923279,73703.2671575661,22925.8831465765,19422.4195670892,"adstockedMedia","1_273_1",3,FALSE
"213",2020-03-29,50226.0187089353,71049.3245380509,17045.5965047112,15643.491674608,"adstockedMedia","1_273_1",3,FALSE
"214",2020-04-05,31105.3117454907,53413.5903961599,27539.3707122428,14549.5923252874,"adstockedMedia","1_273_1",3,FALSE
"215",2020-04-12,51691.4500816774,48309.6204132647,15905.9058550578,16720.8759378291,"adstockedMedia","1_273_1",3,FALSE
"216",2020-04-19,77990.9468571105,74207.450243103,13012.7902186627,15520.0693989777,"adstockedMedia","1_273_1",3,FALSE
"217",2020-04-26,66043.9999524948,63328.6977476378,14909.9399267593,12519.3668470138,"adstockedMedia","1_273_1",3,FALSE
"218",2020-05-03,50995.0958875477,71506.3250269554,28376.5019463515,12328.8335020157,"adstockedMedia","1_273_1",3,FALSE
"219",2020-05-10,60407.9428740958,85988.7188727024,23139.9625159089,13321.3444269195,"adstockedMedia","1_273_1",3,FALSE
"220",2020-05-17,82521.3831085428,97668.096255736,12599.4828939771,16825.8186958961,"adstockedMedia","1_273_1",3,FALSE
"221",2020-05-24,61637.0405407699,81774.0964631504,11191.2641420062,21739.6511003767,"adstockedMedia","1_273_1",3,FALSE
"222",2020-05-31,39438.4647643639,71432.9079555742,20018.2530808954,26055.2478164031,"adstockedMedia","1_273_1",3,FALSE
"223",2020-06-07,58430.4335123218,55581.2422661436,34754.9229964501,27129.7711062089,"adstockedMedia","1_273_1",3,FALSE
"224",2020-06-14,86353.072138073,52241.8670474702,34447.1851715974,18529.8874056532,"adstockedMedia","1_273_1",3,FALSE
"225",2020-06-21,51626.8604946216,61776.9979083451,27650.9851148078,20605.2959922354,"adstockedMedia","1_273_1",3,FALSE
"226",2020-06-28,76886.9393473302,81916.3422338078,14096.2804723391,22275.1879312299,"adstockedMedia","1_273_1",3,FALSE
"227",2020-07-05,49825.3038174037,70097.3002628447,20377.0458823282,14633.0223050271,"adstockedMedia","1_273_1",3,FALSE
"228",2020-07-12,38516.1173480503,82839.057155526,18867.780317616,21991.5856498278,"adstockedMedia","1_273_1",3,FALSE
"229",2020-07-19,28612.5998732347,85173.1234181366,27220.3544880654,20280.9983777131,"adstockedMedia","1_273_1",3,FALSE
"230",2020-07-26,38983.5882438029,87610.0843434737,25027.5497845458,16587.5285131431,"adstockedMedia","1_273_1",3,FALSE
"231",2020-08-02,46847.5327473773,95901.5532938506,24468.8020812704,22231.7809654597,"adstockedMedia","1_273_1",3,FALSE
"232",2020-08-09,36488.6532944429,63669.0400474751,25086.333925861,17171.5380024099,"adstockedMedia","1_273_1",3,FALSE
