"","ds","dep_var","competitors","season","trend","tv","paid_search","social","display","intercept","depVarHat","solID","cluster","top_sol"
"15",2020-04-12,49391.4289049649,-4275.50778978554,1363.38684052765,3174.02010574281,130.520601388825,3485.58370706031,0,3567.25056739626,41983.2584523826,49428.5124847129,"1_234_1",4,FALSE
"16",2020-04-19,49074.8955199453,-4538.11666796555,1430.92433808609,3202.10877924496,196.920067472892,4168.49228707011,0,3142.05678270286,41983.2584523826,49585.6440389939,"1_234_1",4,FALSE
"17",2020-04-26,59647.0688236876,-1935.07089422938,1492.70584693319,3230.19745274711,167.685534086826,3875.70731371353,0,2369.73845871086,41983.2584523826,51184.2221643447,"1_234_1",4,FALSE
"18",2020-05-03,43285.2437052267,-2254.92635645876,1548.48284682369,3258.28612624926,125.727628230454,4063.14289454902,0,2884.19230028563,41983.2584523826,51608.1638920619,"1_234_1",4,FALSE
"19",2020-05-10,48185.3597406903,-3148.92575401982,1598.03097105055,3286.37479975141,154.246893946197,4302.32866947554,0,3177.86121047707,41983.2584523826,51353.1752430635,"1_234_1",4,FALSE
"20",2020-05-17,52047.9305753863,-2629.27382996818,1641.1509089751,3314.46347325356,205.547994601055,4436.13123134914,0,3667.29709113581,41983.2584523826,52618.5753217291,"1_234_1",4,FALSE
"21",2020-05-24,58330.5209975321,-3101.27906198598,1677.66920776737,3342.55214675571,155.700391525512,4138.93316996151,0,3936.48246900486,41983.2584523826,52133.3167754116,"1_234_1",4,FALSE
"22",2020-05-31,50597.5274852522,-3466.31188898698,1707.43897013166,3370.64082025786,88.8260735557265,3950.83534987374,0,4033.59477814603,41983.2584523826,51668.2825553606,"1_234_1",4,FALSE
"23",2020-06-07,56377.425668337,-2310.52674883692,1730.34044521076,3398.72949376001,149.525485936347,3580.9442374089,0,3962.63417652006,41983.2584523826,52494.9055423817,"1_234_1",4,FALSE
"24",2020-06-14,42021.4631679725,-3938.47451828411,1746.28151029172,3426.81816726215,212.932396159125,3574.29444401846,0,2259.20301377111,41983.2584523826,49264.313465601,"1_234_1",4,FALSE
"25",2020-06-21,57425.7761726747,-2076.05619783596,1755.19804137566,3454.9068407643,126.421256213146,3886.79565890601,0,3761.20683009031,41983.2584523826,52891.7308818961,"1_234_1",4,FALSE
"26",2020-06-28,46834.6868052728,-3822.05820739951,1757.05417112083,3482.99551426645,194.247731442397,4271.06227703819,0,3820.62773704524,41983.2584523826,51687.1876758962,"1_234_1",4,FALSE
"27",2020-07-05,48784.3612493457,-2438.69289659085,1751.84243312138,3511.0841877686,121.526237605813,3988.69719949197,0,1572.86922977605,41983.2584523826,50490.5848435556,"1_234_1",4,FALSE
"28",2020-07-12,44659.6991330991,-2956.86435185289,1739.58379194145,3539.17286127075,86.7260369953634,4239.87851394826,0,4016.17341097244,41983.2584523826,52647.928715658,"1_234_1",4,FALSE
"29",2020-07-19,50854.0852662087,-3897.95405952057,1720.32755878387,3567.2615347729,55.2843133750932,4250.66182203821,0,3511.50050723143,41983.2584523826,51190.3401290635,"1_234_1",4,FALSE
"30",2020-07-26,59134.1184093485,-3110.08067706565,1694.15119313249,3595.35020827505,90.2512613391748,4273.68904057813,0,2906.41841269129,41983.2584523826,51433.0378913331,"1_234_1",4,FALSE
"31",2020-08-02,62351.701296567,-2676.3969483277,1661.15999116629,3623.4388817772,115.15296492489,4388.41484107307,0,3971.71644862214,41983.2584523826,53066.7446316185,"1_234_1",4,FALSE
"32",2020-08-09,44723.8614068877,-2363.64102081778,1621.48666219843,3651.52755527934,80.6228123118464,3715.2786312214,0,2780.10555624273,41983.2584523826,51468.6386488186,"1_234_1",4,FALSE
"33",2020-08-16,52571.6353346759,-2285.98261774248,1575.29079484418,3679.61622878149,104.929993230371,3477.11644931811,0,3916.68698654817,41983.2584523826,52450.9162873624,"1_234_1",4,FALSE
"34",2020-08-23,57069.7243678591,-2368.31977818788,1522.75821506506,3707.70490228364,51.6263535512077,3680.44649685928,0,3771.67044186957,41983.2584523826,52349.1450838235,"1_234_1",4,FALSE
"35",2020-08-30,49320.593926658,-3398.70251979587,1464.10023867154,3735.79357578579,209.648921307154,4018.57794453992,0,3387.39687903278,41983.2584523826,51400.0734919239,"1_234_1",4,FALSE
"36",2020-09-06,49138.7090556026,-3869.97852818391,1399.55282129099,3763.88224928794,201.015424866439,3972.28560161712,0,2009.81854743711,41983.2584523826,49459.8345686983,"1_234_1",4,FALSE
"37",2020-09-13,48635.911663154,-1940.77412944188,1329.37560922051,3791.97092279009,79.8590764413875,3999.57858354475,0,1246.14097530375,41983.2584523826,50489.4094902412,"1_234_1",4,FALSE
"38",2020-09-20,53212.2640341279,-3252.43735613192,1253.85089498229,3820.05959629224,196.702643037311,3807.42675629512,0,3580.48578175935,41983.2584523826,51389.346768617,"1_234_1",4,FALSE
"39",2020-09-27,57228.9592831887,-4315.59072640932,1173.28248178311,3848.14826979439,164.553580506076,4165.40762292218,0,3583.94471390741,41983.2584523826,50603.0043948864,"1_234_1",4,FALSE
"40",2020-10-04,53610.8036562462,-3876.56543051497,1087.99446144568,3876.23694329653,137.577899329479,3869.50684842403,0,2685.33455544992,41983.2584523826,49763.3437298133,"1_234_1",4,FALSE
"41",2020-10-11,51749.405557521,-2597.86784062989,998.329910727575,3904.32561679868,65.5401744845332,3841.49018830379,0,3842.04972292814,41983.2584523826,52037.1262249954,"1_234_1",4,FALSE
"42",2020-10-18,48666.9663672751,-1965.41467671746,904.649511272134,3932.41429030083,150.146237227982,3448.43074877075,0,4050.57229094454,41983.2584523826,52504.0568541814,"1_234_1",4,FALSE
"43",2020-10-25,52680.1266968425,-3430.93529925141,807.330098742419,3960.50296380298,67.9459822285034,4058.89626815102,0,3586.31300338729,41983.2584523826,51033.3114694434,"1_234_1",4,FALSE
"44",2020-11-01,47417.2350477927,-4249.14757242007,706.76314697461,3988.59163730513,85.0581531322061,3879.51658211097,0,2496.26641097795,41983.2584523826,48890.3068104634,"1_234_1",4,FALSE
"45",2020-11-08,48757.0530944256,-3256.47111340063,603.353193248356,4016.68031080728,150.233338133759,3398.2506071468,0,3638.03306494011,41983.2584523826,50533.3378532583,"1_234_1",4,FALSE
"46",2020-11-15,55631.976910774,-3810.75263771562,497.51621100854,4044.76898430943,146.191728539066,3121.56957037757,0,3891.13559098936,41983.2584523826,49873.6878998909,"1_234_1",4,FALSE
"47",2020-11-22,52422.3021986684,-3191.24922137908,389.677936584334,4072.85765781158,84.989269748364,4116.48903830563,0,3795.76353883799,41983.2584523826,51251.7866722914,"1_234_1",4,FALSE
"48",2020-11-29,51363.0248737653,-2726.10044161117,280.272156636366,4100.94633131373,74.8994819607877,3920.93148274319,0,2748.58542820233,41983.2584523826,50382.7928916278,"1_234_1",4,FALSE
"49",2020-12-06,48970.2900197692,-4675.00398143484,169.738963220922,4129.03500481587,140.506208722351,4193.78737228025,0,3161.60864202845,41983.2584523826,49102.9306620156,"1_234_1",4,FALSE
"50",2020-12-13,54953.7878983661,-4539.22593334309,58.522983490249,4157.12367831802,209.877805559553,4351.72074766917,0,3086.24538989016,41983.2584523826,49307.5231239667,"1_234_1",4,FALSE
"51",2020-12-20,56853.2529708201,-2248.74682976993,-52.928408849852,4185.21235182017,129.556178414004,4099.75229936667,0,4008.5381475437,41983.2584523826,52104.6421909074,"1_234_1",4,FALSE
"52",2020-12-27,45830.3350575719,-4643.40366686251,-164.166893130637,4213.30102532232,88.4018087636158,4086.88366554679,0,2649.72166635245,41983.2584523826,48213.9960583746,"1_234_1",4,FALSE
"53",2021-01-03,50411.0647689263,-4385.17457935257,-274.745005120253,4241.38969882447,99.1632631172825,3578.91988978834,0,3801.34640329949,41983.2584523826,49044.1581229393,"1_234_1",4,FALSE
"54",2021-01-10,50420.2621339261,-3821.39265486082,-384.217936978484,4269.47837232662,148.558950814481,3415.8709766365,0,2305.24190101579,41983.2584523826,47916.7980613367,"1_234_1",4,FALSE
"55",2021-01-17,47284.766046465,-3231.74940933719,-492.145326526005,4297.56704582877,58.0872586557229,4002.16579747458,0,2057.95383740902,41983.2584523826,48675.1376558875,"1_234_1",4,FALSE
"56",2021-01-24,45241.9162839548,-3130.33048569739,-598.093028630648,4325.65571933092,185.543526230817,3961.0714140059,0,1956.88100122383,41983.2584523826,48683.986598846,"1_234_1",4,FALSE
"57",2021-01-31,50164.7165100105,-2239.83669725663,-701.634861585196,4353.74439283306,81.5953815232628,4118.29913790579,0,4013.95211548264,41983.2584523826,51609.3779212855,"1_234_1",4,FALSE
"58",2021-02-07,53548.3312053328,-1915.66538370444,-802.354321451757,4381.83306633521,148.210562222381,4351.14710217883,0,2972.1696097771,41983.2584523826,51118.5990877399,"1_234_1",4,FALSE
"59",2021-02-14,57609.8150369262,-3104.0715123815,-899.846257476674,4409.92173983736,160.676071138655,4143.16076234845,0,3994.28851882334,41983.2584523826,50687.3877746722,"1_234_1",4,FALSE
"60",2021-02-21,40681.1137233367,-2592.11654000048,-993.718501836486,4438.01041333951,169.567181034995,4019.77508186478,0,3909.12964675442,41983.2584523826,50933.9057335393,"1_234_1",4,FALSE
"61",2021-02-28,46725.6306570882,-4060.93318405503,-1083.59344715919,4466.09908684166,184.469723908042,4040.9496669062,0,3927.62114456785,41983.2584523826,49457.8714433921,"1_234_1",4,FALSE
"62",2021-03-07,48612.9224573456,-4471.60563698478,-1169.1095654751,4494.18776034381,83.981166507927,4122.4291585516,0,2671.9470336944,41983.2584523826,47715.0883690204,"1_234_1",4,FALSE
"63",2021-03-14,41850.8001971898,-2665.68073601963,-1249.92286248728,4522.27643384596,106.691989994272,3833.32084154143,0,1637.53903691003,41983.2584523826,48167.4831561674,"1_234_1",4,FALSE
"64",2021-03-21,46555.2326969148,-4225.44173227708,-1325.70826131155,4550.36510734811,207.864483401484,4285.50397262398,0,1539.54687208115,41983.2584523826,47015.3888942487,"1_234_1",4,FALSE
"65",2021-03-28,46328.3769750809,-2298.02493783454,-1396.16091011996,4578.45378085026,157.738554171141,4216.80274467522,0,2945.83842783352,41983.2584523826,50187.9061119582,"1_234_1",4,FALSE
"66",2021-04-04,46564.2881796375,-4040.90436353976,-1460.99740842763,4606.5424543524,81.8974481900258,4142.24866251826,0,3172.90301320697,41983.2584523826,48484.9482586829,"1_234_1",4,FALSE
"67",2021-04-11,39317.0566208475,-3385.30812903001,-1519.95694709016,4634.63112785455,196.779190925599,4135.04766272186,0,3865.93432479802,41983.2584523826,49910.3856825625,"1_234_1",4,FALSE
"68",2021-04-18,51282.4342783756,-2947.25973377254,-1572.80235742578,4662.7198013567,102.460233605123,4340.76703727685,0,2864.69020065954,41983.2584523826,49433.8336340825,"1_234_1",4,FALSE
"69",2021-04-25,47083.0393141068,-4272.11996296937,-1619.32106524224,4690.80847485885,205.146364077134,4053.88620391556,0,3563.85528911655,41983.2584523826,48605.5137561391,"1_234_1",4,FALSE
"70",2021-05-02,57839.9674135495,-2512.77746504419,-1659.3259459307,4718.897148361,210.076320171817,3805.10913629789,0,3890.60841872024,41983.2584523826,50435.8460649586,"1_234_1",4,FALSE
"71",2021-05-09,54090.7213470333,-3098.10913128065,-1692.65607718693,4746.98582186315,91.6755433975278,3426.9351310608,0,3757.52228137804,41983.2584523826,49215.6120216145,"1_234_1",4,FALSE
"72",2021-05-16,42940.2740233398,-4087.88659983863,-1719.17738633208,4775.0744953653,186.618982320969,3568.3487416246,0,2651.44545420363,41983.2584523826,47357.6821397264,"1_234_1",4,FALSE
"73",2021-05-23,50735.1480395792,-1859.77321106854,-1738.78318962894,4803.16316886745,146.431412455285,4055.88866497165,0,4064.78048128892,41983.2584523826,51454.9657792684,"1_234_1",4,FALSE
"74",2021-05-30,47158.7568069399,-2854.90253637722,-1751.39462142441,4831.25184236959,80.3009520301277,3597.54193126293,0,1349.83933589913,41983.2584523826,47235.8953561427,"1_234_1",4,FALSE
"75",2021-06-06,54720.138684482,-1901.08652665522,-1756.96095139187,4859.34051587174,198.646798794785,4024.08805575748,0,2613.62829646663,41983.2584523826,50020.9146412261,"1_234_1",4,FALSE
"76",2021-06-13,50508.3262812275,-2021.31826398889,-1755.45978859728,4887.42918937389,127.831747384417,4330.79709840984,0,3742.58152573614,41983.2584523826,51295.1199607007,"1_234_1",4,FALSE
"77",2021-06-20,47367.2855129091,-2301.51432377128,-1746.89717156824,4915.51786287604,113.756560661469,3880.80699164693,0,1442.36849788656,41983.2584523826,48287.2968701141,"1_234_1",4,FALSE
"78",2021-06-27,52351.1090311026,-2470.64559056984,-1731.30754400358,4943.60653637819,127.8253464728,3496.0419145308,0,1435.98696098598,41983.2584523826,47784.7660761769,"1_234_1",4,FALSE
"79",2021-07-04,50906.5033609862,-2550.24205846057,-1708.75361622132,4971.69520988034,142.942013184718,3198.96989453336,0,3702.4624082926,41983.2584523826,49740.3323035917,"1_234_1",4,FALSE
"80",2021-07-11,49415.2741584066,-2791.93066140305,-1679.32611290216,4999.78388338249,124.905299077463,4030.92140508063,0,3661.67881631912,41983.2584523826,50329.2910819371,"1_234_1",4,FALSE
"81",2021-07-18,60305.903065899,-3164.27579858768,-1643.14340814346,5027.87255688464,140.263502035372,4062.59418057163,0,2830.26964949047,41983.2584523826,49236.8391346336,"1_234_1",4,FALSE
"82",2021-07-25,47504.8949170222,-4399.88698414485,-1600.35104929151,5055.96123038678,62.4386869416213,3982.59686342871,0,4017.96106307856,41983.2584523826,49101.9782627819,"1_234_1",4,FALSE
"83",2021-08-01,47808.3715607048,-3985.39073309207,-1551.12117146759,5084.04990388893,79.5732954269773,3847.96114932581,0,3805.01377109207,41983.2584523826,49263.3446675567,"1_234_1",4,FALSE
"84",2021-08-08,42500.1545592536,-4644.30716561918,-1495.65180514297,5112.13857739108,210.1018255478,3693.594442587,0,3767.73084259619,41983.2584523826,48626.8651697425,"1_234_1",4,FALSE
"85",2021-08-15,50006.1224542106,-2655.11965158806,-1434.16607954808,5140.22725089323,128.51346514007,3956.89963125947,0,2672.31624855373,41983.2584523826,49791.9293170929,"1_234_1",4,FALSE
"86",2021-08-22,54656.782881295,-4226.13924668693,-1366.91132512035,5168.31592439538,84.7917414495775,4213.69346061009,0,3492.55259542478,41983.2584523826,49349.5616024551,"1_234_1",4,FALSE
"87",2021-08-29,39810.7447697936,-2019.18677530996,-1294.15807860092,5196.40459789753,139.667395671485,3693.70380786771,0,4063.57295632531,41983.2584523826,51763.2623562338,"1_234_1",4,FALSE
"88",2021-09-05,48948.773261679,-1993.7547697103,-1216.19899478259,5224.49327139968,56.3085602783329,4239.53902940501,0,4072.52885255302,41983.2584523826,52366.1744015257,"1_234_1",4,FALSE
"89",2021-09-12,44229.8268323258,-3919.58048241029,-1133.34766928638,5252.58194490183,108.78782319598,3788.73034002572,0,3458.5026747183,41983.2584523826,49538.9330835278,"1_234_1",4,FALSE
"90",2021-09-19,57299.7919657271,-3346.09341287234,-1045.93737710213,5280.67061840397,54.4023448512262,3410.65309725944,0,3844.23270369533,41983.2584523826,50181.1864266181,"1_234_1",4,FALSE
"91",2021-09-26,57096.3858141215,-3537.89500556979,-954.319731967689,5308.75929190612,194.293175588475,4100.08890705551,0,3095.84748050521,41983.2584523826,50190.0325699004,"1_234_1",4,FALSE
"92",2021-10-03,51910.3982144419,-1988.16905820593,-858.8632719791,5336.84796540827,189.748016412497,4045.5233942365,0,3954.0465875605,41983.2584523826,52662.3920858153,"1_234_1",4,FALSE
"93",2021-10-10,57359.4738285004,-4392.9679323425,-759.951977121536,5364.93663891042,122.251606577827,4127.43419541994,0,3416.03529493085,41983.2584523826,49860.9962787576,"1_234_1",4,FALSE
"94",2021-10-17,45822.7348918701,-4284.18093912805,-657.983724684149,5393.02531241257,125.673555142464,3784.48001171537,0,4068.84854367751,41983.2584523826,50413.1212115183,"1_234_1",4,FALSE
"95",2021-10-24,54966.9328310646,-1743.34837691922,-553.368688772114,5421.11398591472,115.985538295765,4087.67756457592,0,3940.11340618719,41983.2584523826,53251.4318816649,"1_234_1",4,FALSE
"96",2021-10-31,47224.1880562094,-3852.26615936606,-446.527690353889,5449.20265941687,66.9979113425078,4011.59933239533,0,3523.31704383063,41983.2584523826,50735.581549648,"1_234_1",4,FALSE
"97",2021-11-07,51905.4439927239,-3302.59323265116,-337.89050448077,5477.29133291902,180.539573543358,4326.30220489637,0,3607.79739828612,41983.2584523826,51934.7052248955,"1_234_1",4,FALSE
"98",2021-11-14,48766.8378165603,-4613.25719386576,-227.894131488044,5505.38000642117,169.656191693607,4398.31161057194,0,3162.79148636438,41983.2584523826,50378.2464220799,"1_234_1",4,FALSE
"99",2021-11-21,48770.0245997615,-4506.57224951316,-116.981039131962,5533.46867992331,85.8214801562785,4206.05019430806,0,1684.78405415247,41983.2584523826,48869.8295722776,"1_234_1",4,FALSE
"100",2021-11-28,52819.3700101776,-3051.05863009625,-5.59738273363056,5561.55735342546,52.1602177639787,3662.54922391615,0,3441.54630200109,41983.2584523826,51644.4155366594,"1_234_1",4,FALSE
"101",2020-01-05,53860.7028031362,-2981.8934045696,0,2077.5691463987,4409.63783177103,1941.5471552158,0,372.792373269069,41642.1164284585,47461.7695305435,"1_273_1",3,FALSE
"102",2020-01-12,46040.4685293852,-2338.43016530184,93.2571630395031,2098.55469333202,4396.73989845704,2340.9746699064,0,661.483325981784,41642.1164284585,48894.6960138734,"1_273_1",3,FALSE
"103",2020-01-19,53862.8885766267,-3813.25255889351,186.139192912689,2119.54024026534,4415.5565855898,2169.99148549692,0,1136.6595765245,41642.1164284585,47856.7509503543,"1_273_1",3,FALSE
"104",2020-01-26,45818.2712154618,-2401.43006811571,278.272465451456,2140.52578719866,4391.58178980158,2333.08239282647,0,1456.32695071312,41642.1164284585,49840.4757463341,"1_273_1",3,FALSE
"105",2020-02-02,47954.3511902067,-3033.85801456419,369.286368414083,2161.51133413198,4334.30390336735,2772.15339637922,0,1239.18205637226,41642.1164284585,49484.6954725592,"1_273_1",3,FALSE
"106",2020-02-09,56180.1226129823,-2921.53053808235,458.814792297724,2182.4968810653,4379.75140717247,2960.15869711242,0,1519.64729291398,41642.1164284585,50221.4549609381,"1_273_1",3,FALSE
"107",2020-02-16,48811.9698633671,-3790.56965236422,546.497603038332,2203.48242799862,4419.26272475264,2824.74544630707,0,1515.35122483248,41642.1164284585,49360.8862030235,"1_273_1",3,FALSE
"108",2020-02-23,54301.5670551237,-1983.42133379722,631.982090673986,2224.46797493194,4396.64295696074,2595.87700340992,0,1310.11790241138,41642.1164284585,50817.7830230493,"1_273_1",3,FALSE
"109",2020-03-01,48689.6571190451,-2813.45647887235,714.924388144263,2245.45352186526,4358.68680229887,2551.76963778132,0,1544.73027831032,41642.1164284585,50244.2245779862,"1_273_1",3,FALSE
"110",2020-03-08,42270.8343277066,-3057.32848930408,794.990854518456,2266.43906879858,4351.15723049511,2516.73161056166,0,1392.8560105483,41642.1164284585,49906.9627140766,"1_273_1",3,FALSE
"111",2020-03-15,45912.0231743738,-2918.44878191175,871.859417088497,2287.4246157319,4392.06411450013,2335.02675365855,0,1211.84534832669,41642.1164284585,49821.8878958526,"1_273_1",3,FALSE
"112",2020-03-22,44842.4447626788,-3061.01977508973,945.220866927939,2308.41016266522,4404.11735320415,2823.64117219847,0,1461.61158863313,41642.1164284585,50524.0977969977,"1_273_1",3,FALSE
"113",2020-03-29,47759.5495918668,-3540.75134829368,1014.78010270551,2329.39570959854,4375.25912071211,2790.61139544787,0,1315.76157290622,41642.1164284585,49927.1729815351,"1_273_1",3,FALSE
"114",2020-04-05,48429.9740823529,-2544.64383372943,1080.25731774991,2350.38125653186,4291.11149353323,2524.48084866893,0,1263.88518189207,41642.1164284585,50607.5886931051,"1_273_1",3,FALSE
"115",2020-04-12,49391.4289049649,-4002.01504715655,1141.38912559088,2371.36680346518,4378.6415385859,2427.82067749549,0,1362.21532906515,41642.1164284585,49321.5348555046,"1_273_1",3,FALSE
"116",2020-04-19,49074.8955199453,-4247.8255411765,1197.9296194488,2392.3523503985,4413.81186756975,2829.74698948197,0,1310.15613402688,41642.1164284585,49538.2878482079,"1_273_1",3,FALSE
"117",2020-04-26,59647.0688236876,-1811.28960974461,1249.65136141119,2413.33789733182,4402.18254191918,2685.11000250084,0,1153.00944202362,41642.1164284585,51734.1180639006,"1_273_1",3,FALSE
"118",2020-05-03,43285.2437052267,-2110.6847776859,1296.34629731687,2434.32344426514,4377.0647075009,2796.40821172279,0,1141.51342707312,41642.1164284585,51577.0877386515,"1_273_1",3,FALSE
"119",2020-05-10,48185.3597406903,-2947.49743646198,1337.82659366774,2455.30899119846,4394.61003503892,2958.8976864432,0,1199.26099228287,41642.1164284585,51040.5232906278,"1_273_1",3,FALSE
"120",2020-05-17,52047.9305753863,-2461.08624939622,1373.92539320155,2476.29453813178,4417.13183196329,3065.80346339125,0,1366.51328306463,41642.1164284585,51880.6986888148,"1_273_1",3,FALSE
"121",2020-05-24,58330.5209975321,-2902.8985752642,1404.49748608638,2497.2800850651,4396.4112654975,2915.47623238023,0,1531.099260215,41642.1164284585,51483.9821824386,"1_273_1",3,FALSE
"122",2020-05-31,50597.5274852522,-3244.58123336956,1429.41989403692,2518.26563199842,4340.21207992943,2795.48008007509,0,1632.08807235677,41642.1164284585,51113.0009534856,"1_273_1",3,FALSE
"123",2020-06-07,56377.425668337,-2162.72856239302,1448.5923650028,2539.25117893175,4391.50968695371,2562.41625133395,0,1652.76189158522,41642.1164284585,52073.9192398729,"1_273_1",3,FALSE
"124",2020-06-14,42021.4631679725,-3686.54088823594,1461.93777643914,2560.23672586507,4419.59877928142,2503.23593043157,0,1431.21045223449,41642.1164284585,50331.7952044743,"1_273_1",3,FALSE
"125",2020-06-21,57425.7761726747,-1943.25646238593,1469.40244553722,2581.22227279839,4378.49752851704,2662.01259470606,0,1498.66738085826,41642.1164284585,52288.6621884896,"1_273_1",3,FALSE
"126",2020-06-28,46834.6868052728,-3577.5714158828,1470.95634516706,2602.20781973171,4412.92698187184,2916.98902991312,0,1545.45206590238,41642.1164284585,51013.0772551618,"1_273_1",3,FALSE
"127",2020-07-05,48784.3612493457,-2282.69626612934,1466.59322466363,2623.19336666503,4374.29053633637,2778.38471155264,0,1268.02156147182,41642.1164284585,51869.9035630187,"1_273_1",3,FALSE
"128",2020-07-12,44659.6991330991,-2767.72168601513,1456.33063497055,2644.17891359835,4336.05168340748,2926.71989007703,0,1537.92437527171,41642.1164284585,51775.6002397685,"1_273_1",3,FALSE
"129",2020-07-19,50854.0852662087,-3648.61241431834,1440.2098580402,2665.16446053167,4269.36727313516,2950.71540905614,0,1488.85338433588,41642.1164284585,50807.8143992393,"1_273_1",3,FALSE
"130",2020-07-26,59134.1184093485,-2911.13717468209,1418.2957407744,2686.15000746499,4338.19086110823,2974.86385920842,0,1356.69788344364,41642.1164284585,51505.1776057761,"1_273_1",3,FALSE
"131",2020-08-02,62351.701296567,-2505.19502852048,1390.67643417334,2707.13555439831,4366.43414750747,3050.76837376783,0,1544.31039918623,41642.1164284585,52196.2463089712,"1_273_1",3,FALSE
"132",2020-08-09,44723.8614068877,-2212.44525714305,1357.46303874231,2728.12110133163,4325.97878263398,2690.08513961706,0,1380.40248504599,41642.1164284585,51911.7217186864,"1_273_1",3,FALSE
"133",2020-08-16,52571.6353346759,-2139.75445340087,1318.78915758252,2749.10664826495,4356.50049914394,2498.50494482678,0,1530.36242067245,41642.1164284585,51955.6256455483,"1_273_1",3,FALSE
"134",2020-08-23,57069.7243678591,-2216.82472697864,1274.8103589637,2770.09219519827,4258.37839514598,2552.61183853307,0,1546.52333025696,41642.1164284585,51827.7078195779,"1_273_1",3,FALSE
"135",2020-08-30,49320.593926658,-3181.29665382137,1225.70355054033,2791.07774213159,4418.03629785671,2747.25780848376,0,1472.39367824922,41642.1164284585,51115.2888518988,"1_273_1",3,FALSE
"136",2020-09-06,49138.7090556026,-3622.42640253536,1171.66626772879,2812.06328906491,4415.85537296271,2737.94523731016,0,1239.51354013369,41642.1164284585,50396.7337331234,"1_273_1",3,FALSE
"137",2020-09-13,48635.911663154,-1816.62802432834,1112.91587910795,2833.04883599823,4329.47870238593,2761.58178753648,0,965.295075948233,41642.1164284585,51827.808685107,"1_273_1",3,FALSE
"138",2020-09-20,53212.2640341279,-3044.38767958061,1049.68871203958,2854.03438293155,4413.58738250434,2652.02661322704,0,1249.2019829262,41642.1164284585,50816.2678225066,"1_273_1",3,FALSE
"139",2020-09-27,57228.9592831887,-4039.5339860498,982.239102025693,2875.01992986487,4400.6521924903,2859.57369475858,0,1358.70016233977,41642.1164284585,50078.7675238879,"1_273_1",3,FALSE
"140",2020-10-04,53610.8036562462,-3628.591958427,910.838369627067,2896.00547679819,4385.2493394954,2702.88894027383,0,1230.3352689301,41642.1164284585,50138.8418651561,"1_273_1",3,FALSE
"141",2020-10-11,51749.405557521,-2431.68921679041,835.773729058124,2916.99102373151,4299.36146111352,2671.78694160437,0,1445.47553501915,41642.1164284585,51379.8159021948,"1_273_1",3,FALSE
